Puesto,Nombre,Trofeos,Donaciones,Rol
#28,['Fabulas'],['5655'],['984'],['Líder']
#29,['Nova l Diniom'],['5632'],['86'],['Veterano']
#30,['Louukura'],['5607'],['0'],['Miembro']
#31,['ThiagoCSS'],['5605'],['196'],['Miembro']
#32,['Tongo'],['5604'],['1437'],['Colíder']
#33,['☞WinchesterBR☜'],['5603'],['48'],['Miembro']
#34,['Nina Diniom'],['5602'],['48'],['Veterano']
#35,['Dexter ⚡'],['5574'],['1089'],['Miembro']
#36,['Samuel_JR'],['5532'],['610'],['Miembro']
#37,['Cytus I NEKO'],['5525'],['72'],['Miembro']
#38,['Sun Tzu'],['5523'],['848'],['Miembro']
#39,['Mr. Tiox'],['5522'],['0'],['Miembro']
#40,['Rashid'],['5511'],['0'],['Miembro']
#41,['YorK'],['5511'],['430'],['Veterano']
#42,['GustavoLCM'],['5502'],['0'],['Colíder']
#43,['Rigel A'],['5500'],['668'],['Colíder']
#44,['Adriano M.P.K'],['5499'],['216'],['Miembro']
#45,['PoWerPr0'],['5459'],['255'],['Miembro']
#46,['Invicto'],['5416'],['193'],['Colíder']
#47,['Príncipe'],['5395'],['672'],['Miembro']
#1,['Dzeko'],['6275'],['386'],['Colíder']
#2,['tNukes'],['6266'],['206'],['Colíder']
#3,['Flexᕦ(ò_óˇ)ᕤTBD'],['6229'],['200'],['Veterano']
#4,['Forg1ven Light'],['6199'],['279'],['Veterano']
#5,['NutOvEr'],['6186'],['120'],['Colíder']
#6,['alexthekiller_1'],['6173'],['519'],['Líder']
#7,['SPY'],['6153'],['96'],['Veterano']
#8,['venqu'],['6136'],['46'],['Veterano']
#9,['Skin Milk'],['6134'],['44'],['Veterano']
#10,['GoodKnĭ̈ght'],['6063'],['61'],['Colíder']
#11,['TSL'],['5980'],['1415'],['Colíder']
#12,['DavsFer'],['5959'],['10'],['Miembro']
#13,['Raxxs'],['5946'],['330'],['Colíder']
#14,['Lunger'],['5860'],['48'],['Colíder']
#15,['meroz'],['5845'],['213'],['Veterano']
#16,['Eric'],['5841'],['49'],['Colíder']
#17,['Alone In Dark'],['5836'],['1074'],['Veterano']
#18,['KRiM'],['5827'],['536'],['Veterano']
#19,['maddnes'],['5818'],['542'],['Colíder']
#20,['Colada'],['5807'],['168'],['Colíder']
#21,"['[email\xa0protected]', '!']",['5790'],['20'],['Veterano']
#22,['ピー様'],['5753'],['46'],['Veterano']
#23,['Zeller'],['5684'],['759'],['Veterano']
#24,['Alejus'],['5654'],['63'],['Miembro']
#25,['Mr. Universе'],['5652'],['385'],['Veterano']
#26,['Zach'],['5640'],['10'],['Colíder']
#27,['THRASH METAL'],['5638'],['48'],['Veterano']
#28,['Vancci Chan'],['5628'],['58'],['Veterano']
#29,['rockstar64wero'],['5617'],['1096'],['Veterano']
#30,['.:iamJOSHUA:.'],['5603'],['68'],['Veterano']
#31,['.:JOSHUA:.'],['5583'],['626'],['Veterano']
#32,['한뎝'],['5579'],['982'],['Colíder']
#33,['Luuis12'],['5567'],['750'],['Veterano']
#34,['Ethan'],['5567'],['10'],['Veterano']
#35,['✨JimWang✨'],['5555'],['0'],['Veterano']
#36,['⭐DeadlyShadows⭐'],['5544'],['886'],['Miembro']
#37,['Grood'],['5538'],['485'],['Veterano']
#38,['P．E．k．k．A'],['5533'],['50'],['Veterano']
#39,['방패'],['5530'],['196'],['Miembro']
#40,['king'],['5526'],['18'],['Veterano']
#41,['버쥬'],['5524'],['20'],['Veterano']
#42,['Djo'],['5514'],['106'],['Miembro']
#43,['rucker prince'],['5511'],['136'],['Colíder']
#44,['Nova I Khaled'],['5500'],['118'],['Veterano']
#45,['Nova I Nemesis'],['5438'],['92'],['Colíder']
#46,['kame'],['5435'],['188'],['Colíder']
#1,['Wekoh'],['6517'],['1054'],['Veterano']
#2,['$☆Victueur☆$'],['6146'],['0'],['Colíder']
#3,['Epic Toi'],['6139'],['138'],['Colíder']
#4,['キルガ'],['6045'],['0'],['Miembro']
#5,['Sco7FieLd'],['6007'],['82'],['Veterano']
#6,['ツ iBoY ™'],['5932'],['68'],['Veterano']
#7,['Amnesia0015'],['5879'],['895'],['Veterano']
#8,['Jean Michel'],['5823'],['791'],['Miembro']
#9,['kanonga'],['5815'],['1222'],['Veterano']
#10,['Jniyn'],['5806'],['150'],['Veterano']
#11,['cambrousse'],['5805'],['142'],['Colíder']
#12,['Rubinoxx ✔️'],['5803'],['944'],['Veterano']
#13,['Nova I GABIN'],['5732'],['526'],['Miembro']
#14,['קמרון'],['5619'],['446'],['Miembro']
#15,['El Kentinhoo'],['5611'],['800'],['Miembro']
#16,['zone 51'],['5579'],['302'],['Veterano']
#17,['hugowitzki'],['5554'],['334'],['Veterano']
#18,['Cassoulet'],['5544'],['608'],['Miembro']
#19,['Bestdead'],['5524'],['474'],['Veterano']
#20,['FAT'],['5518'],['0'],['Miembro']
#21,['Quentin'],['5515'],['30'],['Miembro']
#22,['TeKPaf'],['5513'],['0'],['Colíder']
#23,['○Pandhor○'],['5512'],['422'],['Veterano']
#24,['bobo55'],['5495'],['234'],['Veterano']
#25,['le roi lion'],['5493'],['112'],['Veterano']
#26,['Ezhno'],['5493'],['398'],['Líder']
#27,['Cøcå Rųn Fř'],['5477'],['541'],['Veterano']
#28,['Numero19'],['5455'],['132'],['Veterano']
#29,['Guiguit'],['5444'],['1106'],['Veterano']
#30,['INSANE'],['5411'],['844'],['Veterano']
#31,['Bleuuuh'],['5368'],['144'],['Miembro']
#32,['zoule80'],['5359'],['676'],['Veterano']
#33,['Alex'],['5335'],['111'],['Veterano']
#34,['toss58'],['5331'],['322'],['Veterano']
#35,['Roro*70'],['5321'],['174'],['Miembro']
#36,['Dritz'],['5302'],['98'],['Veterano']
#37,['medom'],['5278'],['64'],['Veterano']
#38,['Smurf'],['5275'],['404'],['Veterano']
#39,['robin'],['5270'],['111'],['Miembro']
#40,['Junior69'],['5267'],['84'],['Veterano']
#41,['Mawres'],['5260'],['401'],['Veterano']
#42,['BlizZar'],['5252'],['257'],['Veterano']
#43,['John27'],['5242'],['845'],['Colíder']
#44,['⚡Fluow⚡'],['5237'],['822'],['Veterano']
#45,['NeFloZ'],['5232'],['729'],['Veterano']
#46,['yoshiiz'],['5222'],['364'],['Veterano']
#47,['Omagaddd'],['5207'],['250'],['Veterano']
#48,['lordly21'],['5204'],['162'],['Veterano']
#49,['ermite pas net'],['5098'],['0'],['Veterano']
#50,['PoToP'],['5056'],['340'],['Veterano']
#1,['Galadon-YouTube'],['6443'],['0'],['Miembro']
#2,['Blaze'],['6436'],['0'],['Veterano']
#3,['Pablo'],['6193'],['176'],['Veterano']
#4,['Danny'],['6190'],['637'],['Veterano']
#5,['Douve'],['6047'],['0'],['Miembro']
#6,['Bazenmaker'],['6023'],['64'],['Veterano']
#7,['ApocD21'],['5999'],['8'],['Colíder']
#8,['saif'],['5958'],['20'],['Veterano']
#9,['100T PureZhun'],['5903'],['126'],['Veterano']
#10,['Azazel'],['5868'],['0'],['Miembro']
#11,['Tazz'],['5856'],['40'],['Veterano']
#12,['chuzyu'],['5820'],['10'],['Veterano']
#13,['TheWazzaRooney'],['5813'],['20'],['Veterano']
#14,['schmanik'],['5811'],['744'],['Veterano']
#15,['Lewganito'],['5810'],['1184'],['Colíder']
#16,['Freezalot'],['5809'],['946'],['Veterano']
#17,['Alonso23'],['5808'],['0'],['Colíder']
#18,['John™'],['5774'],['20'],['Veterano']
#19,['Sam PS'],['5762'],['90'],['Veterano']
#20,['6Daddy'],['5753'],['1206'],['Colíder']
#21,['Notorious Smash'],['5661'],['138'],['Veterano']
#22,['GILGAMESH'],['5654'],['1192'],['Veterano']
#23,['kngmath'],['5648'],['0'],['Miembro']
#24,['Donkey punch'],['5641'],['50'],['Veterano']
#25,['Frosty'],['5619'],['706'],['Veterano']
#26,['KANEKIFER'],['5614'],['30'],['Miembro']
#27,['John'],['5613'],['1020'],['Colíder']
#28,['Au revoir'],['5517'],['0'],['Veterano']
#29,['Change Name™'],['5477'],['10'],['Veterano']
#30,['mizz'],['5477'],['0'],['Colíder']
#31,['PillowPaladin'],['5431'],['76'],['Veterano']
#32,['Nasty Nate'],['5418'],['870'],['Colíder']
#33,['Metetin'],['5406'],['276'],['Veterano']
#34,['$--cam--$'],['5405'],['30'],['Veterano']
#35,['pwncake'],['5405'],['150'],['Veterano']
#36,['phuie024'],['5370'],['104'],['Colíder']
#37,['Sigurd H.S'],['5357'],['10'],['Miembro']
#38,['Dirty Italian'],['5325'],['430'],['Veterano']
#39,['Supersave1111'],['5315'],['0'],['Miembro']
#40,['Woody'],['5310'],['215'],['Líder']
#41,['alpe123'],['5301'],['0'],['Miembro']
#42,['ToXiC CRiTiCaL'],['5274'],['58'],['Veterano']
#43,['Bdubs'],['5249'],['171'],['Veterano']
#44,['Fiesty Whale'],['5231'],['100'],['Veterano']
#45,['Sergster'],['5231'],['200'],['Veterano']
#46,['KFC'],['5215'],['0'],['Veterano']
#47,['DividedByZer0'],['5206'],['48'],['Veterano']
#48,['BrianJarett'],['5149'],['1163'],['Veterano']
#1,['Stra1k'],['6666'],['0'],['Colíder']
#2,['KingMel02'],['6410'],['12'],['Colíder']
#3,['Ramires'],['6033'],['362'],['Colíder']
#4,['Ismail'],['5931'],['306'],['Colíder']
#5,['⭐Убийца⭐'],['5913'],['0'],['Veterano']
#6,['Collboy'],['5912'],['48'],['Colíder']
#7,['Данчик'],['5903'],['0'],['Veterano']
#8,['Stalin'],['5840'],['904'],['Líder']
#9,['TH000'],['5823'],['332'],['Veterano']
#10,['Lonely Star'],['5819'],['8'],['Veterano']
#11,['Sud'],['5815'],['687'],['Veterano']
#12,['bogdan18'],['5700'],['0'],['Veterano']
#13,['DavidTheGame :D'],['5650'],['130'],['Veterano']
#14,['Straik'],['5613'],['96'],['Veterano']
#15,['БАТЯ'],['5602'],['140'],['Veterano']
#16,['Sok`'],['5597'],['122'],['Colíder']
#17,['Ogogos'],['5596'],['822'],['Miembro']
#18,['Once tapune bar'],['5595'],['1328'],['Veterano']
#19,['₩¥LL D€@TH_\\l/_'],['5592'],['446'],['Veterano']
#20,['Son4ik'],['5537'],['0'],['Miembro']
#21,['П.Е.К.К.А'],['5520'],['0'],['Veterano']
#22,['крушитель'],['5472'],['815'],['Veterano']
#23,['affekt'],['5448'],['300'],['Veterano']
#24,['Tatuya'],['5442'],['28'],['Veterano']
#25,['Полководец'],['5432'],['0'],['Miembro']
#26,['HENNESSY'],['5426'],['511'],['Veterano']
#27,['SaNdU'],['5422'],['324'],['Veterano']
#28,['...AzƏR...'],['5415'],['11'],['Veterano']
#29,['DiMAs'],['5390'],['30'],['Veterano']
#30,['やこう'],['5347'],['6'],['Miembro']
#31,['vladik627'],['5314'],['0'],['Miembro']
#32,['`Professional´'],['5310'],['234'],['Veterano']
#33,['ProFakeDodge'],['5298'],['512'],['Miembro']
#34,['TheBatM'],['5295'],['1558'],['Veterano']
#35,['❌Workout❌'],['5266'],['336'],['Veterano']
#36,['004'],['5259'],['100'],['Miembro']
#37,['SDHunt'],['5244'],['962'],['Miembro']
#38,['StandUp'],['5237'],['388'],['Veterano']
#39,['RequiemOFsouls'],['5232'],['391'],['Veterano']
#40,['KOSEI'],['5225'],['150'],['Veterano']
#41,['Thunder'],['5220'],['13'],['Veterano']
#42,['MoNoMaX'],['5218'],['498'],['Colíder']
#43,['четыре двадцать'],['5189'],['8'],['Miembro']
#44,"[""{Ňàŧųš'Vìñçèŗé}""]",['5171'],['693'],['Veterano']
#45,['Максимельдине'],['5138'],['218'],['Veterano']
#46,['™even™'],['5137'],['188'],['Veterano']
#47,['Clasher'],['5134'],['1046'],['Colíder']
#48,['OMEGA'],['5089'],['68'],['Miembro']
#49,['⚔D.I.M.A.⚔'],['5049'],['74'],['Miembro']
#1,['FakeRDMwanG'],['6731'],['0'],['Miembro']
#2,['Au1'],['6415'],['10'],['Colíder']
#3,['Trainer Nova'],['6324'],['24'],['Colíder']
#4,['来自Nova的杨咩咩'],['6165'],['18'],['Veterano']
#5,['诺克发的力量'],['6157'],['0'],['Colíder']
#6,['netcc'],['6131'],['1'],['Colíder']
#7,['Nova I CMcHugh'],['5923'],['374'],['Colíder']
#8,['下雪边界'],['5844'],['128'],['Miembro']
#9,['Stand By™✨'],['5825'],['0'],['Miembro']
#10,['션_Sean_金光闪闪'],['5818'],['38'],['Colíder']
#11,['Nekroz™'],['5802'],['0'],['Miembro']
#12,['部落丨表哥航空'],['5798'],['0'],['Miembro']
#13,['Even⚡️'],['5786'],['225'],['Líder']
#14,['YangYang520'],['5780'],['0'],['Miembro']
#15,['Nova I Astro'],['5737'],['0'],['Miembro']
#16,['WWW'],['5727'],['8'],['Miembro']
#17,['Nova l Peña'],['5714'],['0'],['Miembro']
#18,['Nova l Alibaba'],['5595'],['292'],['Miembro']
#19,['Peace'],['5571'],['0'],['Miembro']
#20,['Cygni Light'],['5554'],['10'],['Miembro']
#21,['Nova l Lciop☺️'],['5509'],['0'],['Miembro']
#22,['Anthony'],['5445'],['192'],['Miembro']
#23,['huya-劣徒'],['5418'],['0'],['Colíder']
#24,['Nova l AC™'],['5255'],['184'],['Colíder']
#25,['琦玉老师'],['5227'],['114'],['Colíder']
#26,['Zach'],['5102'],['0'],['Colíder']
#27,['Nova l 无忌'],['5079'],['15'],['Miembro']
#28,['༺ཻ絕非獨特ཽ༻'],['5047'],['709'],['Colíder']
#29,['-Adam'],['4986'],['0'],['Colíder']
#30,['UY Scuti'],['4973'],['0'],['Miembro']
#31,['麥扣'],['4951'],['0'],['Miembro']
#32,['让我抱抱你吧'],['4948'],['19'],['Miembro']
#33,['航空nova丨Adam'],['4947'],['0'],['Colíder']
#34,['强哥的打手'],['4943'],['547'],['Veterano']
#35,['Even的打手'],['4933'],['0'],['Miembro']
#36,['梵天神'],['4932'],['0'],['Miembro']
#37,['后裔'],['4922'],['0'],['Miembro']
#38,['Nova l The One'],['4916'],['8'],['Miembro']
#39,['战大'],['4913'],['0'],['Colíder']
#40,['AYisNOVA'],['4911'],['0'],['Colíder']
#41,['冷酷无情的上分机器'],['4909'],['30'],['Miembro']
#42,['为什么伤心总是难免的@'],['4907'],['48'],['Miembro']
#43,['Nightingalej卉卉'],['4906'],['0'],['Colíder']
#44,['Betelgeuse'],['4904'],['0'],['Miembro']
#45,['Nova l PP™'],['4904'],['40'],['Miembro']
#46,['AY'],['4902'],['0'],['Miembro']
#47,['Nova l Bochum™'],['4746'],['315'],['Colíder']
#48,['Nova l Morten™️'],['4715'],['280'],['Miembro']
#49,['NovaStrong'],['4386'],['8'],['Miembro']
#50,['zwjyg'],['4258'],['0'],['Miembro']
#1,['たけき'],['6630'],['0'],['Miembro']
#2,['アナザー'],['6558'],['652'],['Líder']
#3,['シイス'],['6252'],['80'],['Miembro']
#4,['©️MaksProGamer'],['6225'],['40'],['Miembro']
#5,['しゅうまい'],['6153'],['881'],['Veterano']
#6,['신돌'],['6065'],['0'],['Miembro']
#7,['せっかち'],['6035'],['466'],['Veterano']
#8,['Loishi'],['5984'],['90'],['Miembro']
#9,['Cracker'],['5949'],['1275'],['Veterano']
#10,['hayato'],['5915'],['120'],['Veterano']
#11,['はちみつ888'],['5861'],['520'],['Veterano']
#12,['ねこてん'],['5839'],['740'],['Veterano']
#13,['바람'],['5834'],['641'],['Veterano']
#14,['西野七瀬'],['5827'],['544'],['Veterano']
#15,['雄大'],['5823'],['50'],['Miembro']
#16,['ぺぺろーに'],['5813'],['325'],['Veterano']
#17,['なつめ'],['5761'],['334'],['Colíder']
#18,['†taiyou†'],['5714'],['282'],['Veterano']
#19,['あるふぁ｡'],['5708'],['188'],['Veterano']
#20,['kou'],['5696'],['30'],['Miembro']
#21,['ksd'],['5676'],['20'],['Miembro']
#22,['millefeuille'],['5672'],['444'],['Veterano']
#23,['Mchan.'],['5629'],['104'],['Veterano']
#24,['ひびき'],['5615'],['165'],['Veterano']
#25,['城門'],['5610'],['1533'],['Veterano']
#26,['༺࿈taku maaa࿈༻'],['5606'],['94'],['Veterano']
#27,['キングオブしゅん'],['5597'],['145'],['Veterano']
#28,['バギンズ'],['5593'],['98'],['Miembro']
#29,['Tomdayo'],['5587'],['10'],['Miembro']
#30,['抹茶ペンギン'],['5555'],['224'],['Miembro']
#31,['ALEXANDROS'],['5549'],['98'],['Miembro']
#32,['FUTA'],['5545'],['528'],['Veterano']
#33,['しろーくん'],['5485'],['1096'],['Veterano']
#34,['なしピー'],['5423'],['36'],['Veterano']
#35,['<c4>超平和バスターズ</c'],['5405'],['470'],['Veterano']
#36,['妖刀'],['5397'],['620'],['Veterano']
#37,['Keropy'],['5346'],['351'],['Colíder']
#38,['∽Prin∽'],['5313'],['76'],['Veterano']
#39,['秋元真夏'],['5293'],['558'],['Veterano']
#40,['＊風＊'],['5267'],['42'],['Veterano']
#41,['千手観音'],['5238'],['550'],['Veterano']
#42,['颯太'],['5236'],['68'],['Colíder']
#43,['トっぽ'],['5162'],['798'],['Veterano']
#44,['かいせい'],['5150'],['116'],['Veterano']
#45,['加賀さん改二'],['5135'],['0'],['Veterano']
#46,['はやと'],['4855'],['521'],['Veterano']
#47,['Another'],['4570'],['604'],['Colíder']
#1,['King of Hell'],['6525'],['716'],['Colíder']
#2,['mohammad miri'],['6250'],['372'],['Líder']
#3,['King of army'],['6125'],['270'],['Veterano']
#4,['White Night™'],['6122'],['306'],['Colíder']
#5,['AZIM'],['6120'],['0'],['Veterano']
#6,['kooroush'],['6117'],['330'],['Veterano']
#7,['IMmortaLL ♻️'],['6112'],['632'],['Colíder']
#8,['mohamad_sh'],['6009'],['194'],['Veterano']
#9,['Execute Jnr'],['5941'],['1059'],['Colíder']
#10,['King Of IRAN 2'],['5909'],['212'],['Colíder']
#11,['AMIN.caner'],['5854'],['228'],['Veterano']
#12,['King Ehsan'],['5840'],['20'],['Veterano']
#13,['MJ10'],['5834'],['86'],['Veterano']
#14,['Dee'],['5828'],['966'],['Veterano']
#15,['.:MohSeN:.'],['5826'],['700'],['Veterano']
#16,['FBI 2016'],['5817'],['20'],['Colíder']
#17,['★Queen Of IRAN★'],['5817'],['166'],['Veterano']
#18,['arman'],['5815'],['58'],['Veterano']
#19,['sobhan_1377'],['5814'],['88'],['Colíder']
#20,['King Of IRAN 3'],['5808'],['561'],['Veterano']
#21,['*MiSs.SaHaR*'],['5804'],['40'],['Veterano']
#22,['Lorde mohammad'],['5802'],['20'],['Veterano']
#23,['mehdi king'],['5736'],['0'],['Miembro']
#24,['_Bhzd_™️'],['5718'],['20'],['Veterano']
#25,['parsa'],['5672'],['8'],['Veterano']
#26,['MنAیTتIمN'],['5661'],['30'],['Veterano']
#27,"['[email\xa0protected]', '@N']",['5593'],['84'],['Veterano']
#28,['Mohammad Ali'],['5586'],['132'],['Veterano']
#29,['saber'],['5578'],['220'],['Veterano']
#30,"[""o'm'i'd /^_^""]",['5526'],['50'],['Veterano']
#31,['ReZaGh14'],['5516'],['434'],['Colíder']
#32,['shahab'],['5511'],['804'],['Veterano']
#33,['♻A & A♻'],['5510'],['1098'],['Veterano']
#34,['King Of IRAN 5'],['5509'],['817'],['Colíder']
#35,['aprvyzh'],['5502'],['352'],['Veterano']
#36,['King Of IRAN 4'],['5480'],['1319'],['Veterano']
#37,['Mojtaba ⭐'],['5468'],['460'],['Veterano']
#38,['King of Stars™'],['5426'],['30'],['Veterano']
#39,['AGH'],['5411'],['34'],['Veterano']
#40,['AMIN'],['5408'],['0'],['Veterano']
#41,['mahdi'],['5403'],['1082'],['Veterano']
#42,['࿐Hiva'],['5394'],['188'],['Veterano']
#43,['imansh'],['5356'],['809'],['Veterano']
#44,['Dark Prince'],['5343'],['120'],['Veterano']
#45,['Viper™'],['5312'],['106'],['Veterano']
#46,['farbodny'],['5282'],['368'],['Veterano']
#47,['$Amirsalar$'],['5214'],['50'],['Veterano']
#48,['THE BEST'],['5213'],['60'],['Veterano']
#49,['me'],['5208'],['261'],['Veterano']
#1,['CRIMINAL™'],['6422'],['0'],['Colíder']
#2,['DEVASTATOR™'],['6299'],['41'],['Colíder']
#3,['the chempion'],['6006'],['80'],['Colíder']
#4,['Lawliet'],['5984'],['293'],['Colíder']
#5,['ĐĄŘĶ'],['5976'],['986'],['Colíder']
#6,['ram'],['5907'],['100'],['Colíder']
#7,['Yosef M'],['5877'],['130'],['Colíder']
#8,['ALi'],['5822'],['28'],['Colíder']
#9,['J..O..K..E..R™'],['5822'],['270'],['Colíder']
#10,['lion'],['5758'],['226'],['Colíder']
#11,['TIGER'],['5708'],['88'],['Colíder']
#12,['KasSoOoM'],['5697'],['38'],['Colíder']
#13,['Abdulrahman S'],['5644'],['190'],['Colíder']
#14,['abdo'],['5641'],['77'],['Colíder']
#15,['ASIM'],['5621'],['1'],['Veterano']
#16,['SPARKY'],['5593'],['384'],['Colíder']
#17,['Angël öF Dëáth'],['5583'],['82'],['Colíder']
#18,['Abdullah_Kayal'],['5523'],['591'],['Colíder']
#19,['zafer'],['5514'],['216'],['Colíder']
#20,['فهد العتيبي'],['5507'],['28'],['Colíder']
#21,['土豆进城'],['5501'],['418'],['Colíder']
#22,['Abood'],['5470'],['1124'],['Colíder']
#23,['abdou dz'],['5453'],['78'],['Colíder']
#24,['Metoo.72 ;^)'],['5452'],['730'],['Colíder']
#25,['Manar'],['5429'],['1182'],['Colíder']
#26,['hitman'],['5403'],['835'],['Colíder']
#27,['deeb'],['5381'],['762'],['Líder']
#28,['osama'],['5380'],['674'],['Colíder']
#29,['Ammar'],['5376'],['86'],['Colíder']
#30,['Nova I Sniper'],['5373'],['0'],['Colíder']
#31,['بوعبيد80'],['5329'],['587'],['Veterano']
#32,['❤Lord Samer❤'],['5297'],['269'],['Veterano']
#33,['gemar boy'],['5294'],['174'],['Colíder']
#34,['ahmadshkir'],['5291'],['50'],['Colíder']
#35,['NOVA☇Mahmoud☇'],['5288'],['972'],['Colíder']
#36,['phoenix'],['5283'],['226'],['Colíder']
#37,['Jaafar Fadily'],['5274'],['558'],['Colíder']
#38,['ABO DoReD'],['5261'],['158'],['Colíder']
#39,['Flouky'],['5238'],['288'],['Colíder']
#40,['عدنان حج عيسى'],['5235'],['0'],['Colíder']
#41,['ABED SY'],['5233'],['829'],['Colíder']
#42,['HB♡HOTHAYFA♡HB'],['5231'],['10'],['Colíder']
#43,['Opaaa'],['5204'],['219'],['Colíder']
#44,['Fadi Wattar'],['5186'],['490'],['Colíder']
#45,['KERIM'],['5172'],['36'],['Colíder']
#46,['Abu Fawaz'],['5069'],['342'],['Colíder']
#47,['ALJASAS'],['5010'],['816'],['Colíder']
#48,['BASELOO'],['4867'],['396'],['Colíder']
#1,['哥先点支烟'],['6401'],['526'],['Veterano']
#2,['幾年月'],['6264'],['0'],['Miembro']
#3,['风起天澜'],['6132'],['25'],['Colíder']
#4,['皓炜de后花园'],['6130'],['680'],['Veterano']
#5,['焚天'],['6091'],['100'],['Miembro']
#6,['飞翔'],['6082'],['201'],['Miembro']
#7,['치킨맥주'],['6010'],['1057'],['Veterano']
#8,['辣椒骑云_J'],['5988'],['991'],['Líder']
#9,['坏坏的流氓兔'],['5968'],['0'],['Miembro']
#10,['GTT、73'],['5817'],['716'],['Miembro']
#11,['怎么是你'],['5815'],['48'],['Miembro']
#12,['iknow'],['5798'],['0'],['Miembro']
#13,['HYDRA'],['5652'],['0'],['Colíder']
#14,['狂野之湿'],['5626'],['327'],['Colíder']
#15,['we'],['5625'],['36'],['Miembro']
#16,['伊尔神思因'],['5609'],['609'],['Miembro']
#17,['Ben'],['5607'],['20'],['Miembro']
#18,['2k8'],['5605'],['348'],['Veterano']
